Object,Type,Date,RA_result (degree),DEC_result (degree),RA_input (degree),DEC_input (degree),Angular Separation (degree),Apparent magnitude R (known),Apparent magnitude G (known),Apparent magnitude B (known),"flux R (measured, W/m^2)","flux G (measured, W/m^2)","flux B (measured, W/m^2)","flux V (measured, W/m^2)",Apparent magnitude R (instrumental),Apparent magnitude G (instrumental),Apparent magnitude B (instrumental),Apparent magnitude V (instrumental),Airmass
SDSS J134056.73+492919.2,Bader,2024-03-06T20:50:10.490,205.23641666666663,49.488689722222226,205.22262671332604,49.48932850897223,0.00898061669648336,,,,,,,46.128287397874885,,,,-4.159918327206799,1.694747
SDSS J134057.37+492154.7,Bader,2024-03-06T20:50:10.490,205.23904999999996,49.36520277777778,205.22096248373524,49.34343419966343,0.024752426539052737,,,,,,,24.84649880130999,,,,-3.4881629989310303,1.694747
SDSS J134058.16+492418.5,Bader,2024-03-06T20:50:10.490,205.24235541666664,49.40516944444445,205.20158041062152,49.38714573980368,0.03207939240683516,,,,,,,7.671471023924283,,,,-2.2121966224923586,1.694747
SDSS J134100.38+492352.7,Bader,2024-03-06T20:50:10.490,205.25157791666663,49.397981944444446,205.23724883534817,49.384587424302204,0.016321752219735985,,,,,,,37.697454605570954,,,,-3.940780067286704,1.694747
SDSS J134111.37+492627.6,Bader,2024-03-06T20:50:10.490,205.2973808333333,49.44103388888889,205.2946548786237,49.43545535083707,0.005853391698790336,,,,,,,109.6803091201273,,,,-5.100321664468601,1.694747
SDSS J134128.52+492438.1,Bader,2024-03-06T20:50:10.490,205.36885916666665,49.410598888888885,205.37550096280003,49.404610888677624,0.007384627360309346,,,,,,,49.648085448398206,,,,-4.239756264242261,1.694747
SDSS J134132.29+492928.0,Bader,2024-03-06T20:50:10.490,205.38456249999996,49.49111388888889,205.4028159110959,49.48564286825115,0.013058765631542162,,,,,,,45.533719575489954,,,,-4.145832821417804,1.694747
SDSS J134137.20+492326.9,Bader,2024-03-06T20:50:10.490,205.40499999999997,49.39082222222222,205.36409901646311,49.36339149924856,0.03823069480007667,,,,,,,9.67363723140707,,,,-2.4639744924790934,1.694747
SDSS J134144.69+492839.6,Bader,2024-03-06T20:50:10.490,205.43624166666666,49.47768333333334,205.46382905121206,49.45733744503278,0.027117983452209303,,,,,,,17.648546079045076,,,,-3.1167723329701795,1.694747
SDSS J134158.86+492502.5,Bader,2024-03-06T20:50:10.490,205.49524541666665,49.417382499999995,205.4619820831229,49.414379328177205,0.02184731369654665,,,,,,,10.741144173903479,,,,-2.577626364941828,1.694747
SDSS J134207.45+493136.6,Bader,2024-03-06T20:50:10.490,205.53107749999998,49.526853333333335,205.48903381269866,49.54760957914988,0.0342820758125464,,,,,,,86.3638755870615,,,,-4.840830307763308,1.694747
SDSSCGB 9701.1,Bader,2024-03-06T20:50:10.490,205.41194874999997,49.55240055555555,205.44660249944155,49.523663126632314,0.03649060171095282,,,,,,,30.262047905564543,,,,-3.7022457860843887,1.694747
SDSSCGB 9701.2,Bader,2024-03-06T20:50:10.490,205.4088333333333,49.551941666666664,205.3756846619778,49.539684226326216,0.02475573793613455,,,,,,,20.768737256809573,,,,-3.2935252303759266,1.694747
SDSSCGB 9701.3,Bader,2024-03-06T20:50:10.490,205.41189999999997,49.55394166666667,205.40502060954478,49.593808669739815,0.04011581944554379,,,,,,,18.388061602095377,,,,-3.1613398750414055,1.694747
SDSSCGB 9701.4,Bader,2024-03-06T20:50:10.490,205.4149833333333,49.55384166666666,205.43749479239003,49.57112082481006,0.022622304078217022,,,,,,,8.584114354113666,,,,-2.3342387362314527,1.694747
[SPD2011] 26347,Bader,2024-03-06T20:50:10.490,205.45833333333331,49.361666666666665,205.4442215686291,49.35929501547786,0.009492022380440937,,,,,,,30.713536766403507,,,,-3.7183245744593307,1.694747
2MASS J13412857+4939085,ZWO,2024-03-06T22:09:59.278,205.36893916666665,49.65231083333333,205.35962284856552,49.619818883904834,0.03304741129674347,,,,,,10.171142872940536,,,,-2.518424387106497,,1.349777
2MASS J13421665+4921143,ZWO,2024-03-06T22:09:59.278,205.56930916666664,49.35399638888889,205.55254647026575,49.34354948687856,0.015112460629798099,,,,,,19.6421496038014,,,,-3.2329725362729085,,1.349777
2MASX J13405250+4935405,ZWO,2024-03-06T22:09:59.278,205.21874291666663,49.59460694444444,205.21984045640107,49.58544459442833,0.009189932841816326,,,,,,0.6603772965254961,,,,0.45051966500397833,,1.349777
2MASX J13410083+4929175,ZWO,2024-03-06T22:09:59.278,205.25350041666664,49.488191944444445,205.26543648058808,49.50462282328023,0.018167934166593024,,,,,,3.5500551101391125,,,,-1.3755877374571293,,1.349777
2MASX J13420222+4919364,ZWO,2024-03-06T22:09:59.278,205.50910749999997,49.327020000000005,205.5029145117359,49.321544466784886,0.006802526959108958,,,,,,4.70819838641944,,,,-1.6821368853817775,,1.349777
HD 234063,ZWO,2024-03-06T22:09:59.278,205.56694041666665,49.57883861111112,205.56581019777485,49.585994762841,0.007193571869849537,,,10.71,,,16.479121914843418,,,,-3.0423351668102123,,1.349777
NVSS J134052+493231,ZWO,2024-03-06T22:09:59.278,205.2195833333333,49.54222222222222,205.20771077223685,49.532653912189076,0.012284751807446528,,,,,,3.9215491286892643,,,,-1.4836441504212474,,1.349777
NVSS J134138+491855,ZWO,2024-03-06T22:09:59.278,205.40599166666667,49.31940555555556,205.39378105229028,49.3210382425885,0.008124985987543356,,,,,,3.33186317127452,,,,-1.3067178951167377,,1.349777
SDSS J134038.43+492516.4,ZWO,2024-03-06T22:09:59.278,205.16015416666664,49.42124166666667,205.19106359620153,49.40491054362455,0.025905708347403744,,,,,,12.593650151847605,,,,-2.750379061379606,,1.349777
SDSS J134041.67+491923.3,ZWO,2024-03-06T22:09:59.278,205.17365249999995,49.323147222222225,205.23008668119223,49.319842457992536,0.03693273841013823,,,,,,4.4862396625426015,,,,-1.629706176538876,,1.349777
SDSS J134056.73+492919.2,ZWO,2024-03-06T22:09:59.278,205.23641666666663,49.488689722222226,205.24274303291838,49.49659021487828,0.008905270114043167,,,,,,12.71925159708968,,,,-2.7611538952589094,,1.349777
SDSS J134057.37+492154.7,ZWO,2024-03-06T22:09:59.278,205.23904999999996,49.36520277777778,205.23135303821897,49.357527287886704,0.009167472408044804,,,,,,12.471075191241155,,,,-2.739759744260403,,1.349777
SDSS J134058.16+492418.5,ZWO,2024-03-06T22:09:59.278,205.24235541666664,49.40516944444445,205.25773490511418,49.417718034245915,0.016049672387444765,,,,,,18.915551030459753,,,,-3.1920474932025344,,1.349777
SDSS J134100.38+492352.7,ZWO,2024-03-06T22:09:59.278,205.25157791666663,49.397981944444446,205.2643704524432,49.390948301757724,0.010899277506929173,,,,,,2.617722889559019,,,,-1.0448091762920688,,1.349777
SDSS J134111.37+492627.6,ZWO,2024-03-06T22:09:59.278,205.2973808333333,49.44103388888889,205.3260866638474,49.44671913503585,0.01951099150116712,,,,,,31.453116055210515,,,,-3.744159193495042,,1.349777
SDSS J134117.55+491615.4,ZWO,2024-03-06T22:09:59.278,205.32315999999997,49.27096805555556,205.32230976208734,49.31094996891246,0.03998575884953904,,,,,,7.316549918141959,,,,-2.1607658499384796,,1.349777
SDSS J134128.52+492438.1,ZWO,2024-03-06T22:09:59.278,205.36885916666665,49.410598888888885,205.36697829619357,49.4041716718842,0.0065426980426721544,,,,,,3.2027798293711527,,,,-1.263817711804962,,1.349777
SDSS J134132.29+492928.0,ZWO,2024-03-06T22:09:59.278,205.38456249999996,49.49111388888889,205.37665363529467,49.48609106214965,0.007184959974064668,,,,,,2.927669861006237,,,,-1.1663052547133752,,1.349777
SDSS J134137.20+492326.9,ZWO,2024-03-06T22:09:59.278,205.40499999999997,49.39082222222222,205.39649842542485,49.39336179097416,0.006088430988653934,,,,,,3.4942249239024648,,,,-1.358377142906403,,1.349777
SDSS J134144.69+492839.6,ZWO,2024-03-06T22:09:59.278,205.43624166666666,49.47768333333334,205.440965350854,49.468737419572136,0.009457853781525628,,,,,,4.789512977651228,,,,-1.7007283858996436,,1.349777
SDSS J134146.26+492015.1,ZWO,2024-03-06T22:09:59.278,205.44277916666664,49.33754444444445,205.43346210810364,49.33238233642156,0.00796921430980427,,,,,,0.26383752696295915,,,,1.4466585811683685,,1.349777
SDSS J134152.04+492106.1,ZWO,2024-03-06T22:09:59.278,205.46687083333333,49.35169722222222,205.46040206286162,49.34607798550955,0.007023842685419427,,,,,,7.2339380580930595,,,,-2.1484369642905867,,1.349777
SDSS J134152.89+492147.3,ZWO,2024-03-06T22:09:59.278,205.47039583333333,49.36316388888889,205.46631513167193,49.36781692287326,0.005358444837875843,,,,,,5.960901638666442,,,,-1.9382798888981196,,1.349777
SDSS J134158.86+492502.5,ZWO,2024-03-06T22:09:59.278,205.49524541666665,49.417382499999995,205.4693522634267,49.42169766309707,0.01738784877004243,,,,,,2.452415920049077,,,,-0.9739853168020598,,1.349777
SDSS J134207.45+493136.6,ZWO,2024-03-06T22:09:59.278,205.53107749999998,49.526853333333335,205.51544697681692,49.534593254664905,0.012760255463151939,,,,,,8.344926766377824,,,,-2.3035563243483623,,1.349777
SDSSCGB 9701.1,ZWO,2024-03-06T22:09:59.278,205.41194874999997,49.55240055555555,205.41862475693293,49.54728205923384,0.0067051608348538,,,,,,25.338180951083714,,,,-3.5094385832683734,,1.349777
SDSSCGB 9701.3,ZWO,2024-03-06T22:09:59.278,205.41189999999997,49.55394166666667,205.41516854774525,49.583166098892946,0.029301209727401023,,,,,,0.4268130734705977,,,,0.9244057160360746,,1.349777
SDSSCGB 9701.4,ZWO,2024-03-06T22:09:59.278,205.4149833333333,49.55384166666666,205.43257297319383,49.56309000332028,0.01468732833380916,,,,,,2.5990641406371253,,,,-1.0370424932706608,,1.349777
TYC 3466-548-1,ZWO,2024-03-06T22:09:59.278,205.55743291666664,49.59937361111111,205.5019846969426,49.57894858211681,0.0413428422912312,,,12.26,,,7.085560285970558,,,,-2.125935493722108,,1.349777
[SPD2011] 26347,ZWO,2024-03-06T22:09:59.278,205.45833333333331,49.361666666666665,205.42687694451632,49.37123118723606,0.022607848729823347,,,,,,9.833493330611773,,,,-2.481769568918248,,1.349777
2MASS J13412857+4939085,ZWO,2024-03-06T20:41:25.533,205.36893916666665,49.65231083333333,205.38526496601057,49.63495297773543,0.0203237292418,,20.710285,,,74.75229196872704,,,,-4.684061282595213,,,1.741099
2MASX J13402864+4934299,ZWO,2024-03-06T20:41:25.533,205.1192933333333,49.57488444444445,205.12478758127426,49.56080482847709,0.014523516895971962,,20.771637,,,69.40733551244787,,,,-4.6035134313325035,,,1.741099
2MASX J13405250+4935405,ZWO,2024-03-06T20:41:25.533,205.21874291666663,49.59460694444444,205.1958978835109,49.60320991527346,0.017124486820305443,,22.0844,,,23.547174631018123,,,,-3.4298470115953927,,,1.741099
2MASX J13415119+4939274,ZWO,2024-03-06T20:41:25.533,205.46346291666663,49.657514722222224,205.46655478077284,49.62762277016626,0.02995892849931818,,20.816725,,,20.144407404494444,,,,-3.2603862402760613,,,1.741099
2MASX J13420222+4919364,ZWO,2024-03-06T20:41:25.533,205.50910749999997,49.327020000000005,205.46060344324002,49.32542490100696,0.031652801439542425,,21.210606,,,57.98375098654114,,,,-4.408265766425683,,,1.741099
Gaia DR3 1558384701027155840,ZWO,2024-03-06T20:41:25.533,205.1221633333333,49.599985000000004,205.13231593168828,49.63486491257691,0.03549471906320769,,20.85831,,,93.79206559842206,,,,-4.9304152512629305,,,1.741099
LEDA 2343422,ZWO,2024-03-06T20:41:25.533,205.13619249999996,49.45396111111111,205.11630788257781,49.44893684791627,0.013868895260353085,,19.855925,,,74.71636226356114,,,,-4.683539297799449,,,1.741099
NVSS J134052+493231,ZWO,2024-03-06T20:41:25.533,205.2195833333333,49.54222222222222,205.17387025791777,49.5148825132596,0.04034630529335275,,,,,22.02566583144423,,,,-3.3573226147932256,,,1.741099
NVSS J134138+491855,ZWO,2024-03-06T20:41:25.533,205.40599166666667,49.31940555555556,205.35877253372084,49.332536326159385,0.03345946271946921,,,,,22.97889944286848,,,,-3.403323061605757,,,1.741099
SDSS J134020.38+492951.3,ZWO,2024-03-06T20:41:25.533,205.08488666666662,49.49762944444444,205.128437185664,49.51256972261646,0.03198465967925138,,16.328222,,,54.10286894270925,,,,-4.333050738226298,,,1.741099
SDSS J134038.43+492516.4,ZWO,2024-03-06T20:41:25.533,205.16015416666664,49.42124166666667,205.1750428198752,49.40164988320188,0.02185575150484994,,,,,50.98991288504507,,,,-4.268710674967883,,,1.741099
SDSS J134041.67+491923.3,ZWO,2024-03-06T20:41:25.533,205.17365249999995,49.323147222222225,205.19144111840473,49.336233360264266,0.01748265584808103,,20.497759,,,12.115588896096057,,,,-2.7083613212785655,,,1.741099
SDSS J134056.73+492919.2,ZWO,2024-03-06T20:41:25.533,205.23641666666663,49.488689722222226,205.2279628213706,49.48446420386336,0.006929307538815984,,21.076496,,,36.49258132824292,,,,-3.9055114614372153,,,1.741099
SDSS J134057.37+492154.7,ZWO,2024-03-06T20:41:25.533,205.23904999999996,49.36520277777778,205.19162071351244,49.37473196303875,0.03232128743445532,,,,,101.85444943277818,,,,-5.019950013922088,,,1.741099
SDSS J134100.38+492352.7,ZWO,2024-03-06T20:41:25.533,205.25157791666663,49.397981944444446,205.24253084331542,49.37977350279174,0.019137055840145176,,17.568226,,,25.563410938801184,,,,-3.519047003710654,,,1.741099
SDSS J134111.37+492627.6,ZWO,2024-03-06T20:41:25.533,205.2973808333333,49.44103388888889,205.29985681301116,49.43059708655657,0.010560272531924621,,20.181826,,,79.1165486579932,,,,-4.745668333875429,,,1.741099
SDSS J134128.52+492438.1,ZWO,2024-03-06T20:41:25.533,205.36885916666665,49.410598888888885,205.3807205788412,49.39985171138343,0.013231540621443287,,19.158745,,,46.30080658024585,,,,-4.163971391707887,,,1.741099
SDSS J134132.29+492928.0,ZWO,2024-03-06T20:41:25.533,205.38456249999996,49.49111388888889,205.40798754187924,49.48076265903154,0.018404535381437593,,,,,33.16892424998093,,,,-3.8018284662668087,,,1.741099
SDSS J134144.69+492839.6,ZWO,2024-03-06T20:41:25.533,205.43624166666666,49.47768333333334,205.42545402837916,49.49960495129917,0.023014436722144555,,,,,16.813420434144803,,,,-3.064140182552553,,,1.741099
SDSS J134158.86+492502.5,ZWO,2024-03-06T20:41:25.533,205.49524541666665,49.417382499999995,205.4592837915585,49.44776172866649,0.038338839814001574,,20.726591,,,37.46001505832666,,,,-3.933919869046716,,,1.741099
SDSS J134207.45+493136.6,ZWO,2024-03-06T20:41:25.533,205.53107749999998,49.526853333333335,205.4833946860038,49.5137914841816,0.033597649940699956,,20.846899,,,18.0428784584615,,,,-3.1407645590270157,,,1.741099
SDSSCGB 9701.1,ZWO,2024-03-06T20:41:25.533,205.41194874999997,49.55240055555555,205.38099117013027,49.53480955232012,0.02670108160431513,,20.940664,,,17.37222190305647,,,,-3.0996384204017167,,,1.741099
SDSSCGB 9701.2,ZWO,2024-03-06T20:41:25.533,205.4088333333333,49.551941666666664,205.34959903255904,49.56563515587288,0.040790520134815864,,,,,31.402083469913663,,,,-3.7423961591534867,,,1.741099
TYC 3466-548-1,ZWO,2024-03-06T20:41:25.533,205.55743291666664,49.59937361111111,205.49714574522903,49.60432600094285,0.039384441567246777,,10.993081,,,17.453583893303744,,,,-3.1047115446095552,,,1.741099
[SPD2011] 26347,ZWO,2024-03-06T20:41:25.533,205.45833333333331,49.361666666666665,205.45799560443237,49.369201027495755,0.007537570342763647,,,,,472.10512409012756,,,,-6.6850967854034415,,,1.741099
2MASS J13412857+4939085,ZWO,2024-03-06T20:40:24.823,205.36893916666665,49.65231083333333,205.3940245886857,49.64148251805557,0.019521228020261377,,,,63.53287066263894,,,,-4.507496197238572,,,,1.746648
2MASX J13405250+4935405,ZWO,2024-03-06T20:40:24.823,205.21874291666663,49.59460694444444,205.20419423984853,49.60974693191845,0.017835995405588022,,,,33.22317464230085,,,,-3.803602822828993,,,,1.746648
2MASX J13410083+4929175,ZWO,2024-03-06T20:40:24.823,205.25350041666664,49.488191944444445,205.26581649275937,49.47144177330197,0.018563389674352875,,,,38.7750328867814,,,,-3.971380437074302,,,,1.746648
Gaia DR3 1558384701027155840,ZWO,2024-03-06T20:40:24.823,205.1221633333333,49.599985000000004,205.14503968193623,49.60985185913923,0.017808400403935422,,,,12.068312566206004,,,,-2.7041163744112944,,,,1.746648
LEDA 2343422,ZWO,2024-03-06T20:40:24.823,205.13619249999996,49.45396111111111,205.1359927593853,49.444969237499635,0.008992811205745853,,,,256.0435679089913,,,,-6.020784675902323,,,,1.746648
NVSS J134023+493053,ZWO,2024-03-06T20:40:24.823,205.09838749999997,49.51490555555556,205.13749537353294,49.51898987999331,0.025716149043697144,,,,36.993034746429785,,,,-3.920299900981548,,,,1.746648
NVSS J134052+493231,ZWO,2024-03-06T20:40:24.823,205.2195833333333,49.54222222222222,205.21173426376492,49.51728006352632,0.025457117514775144,,,,57.423303783499136,,,,-4.397720438777528,,,,1.746648
NVSS J134138+491855,ZWO,2024-03-06T20:40:24.823,205.40599166666667,49.31940555555556,205.3671477226329,49.33894266445883,0.03197736130256298,,,,20.633199825015353,,,,-3.286416460454688,,,,1.746648
NVSS J134157+493907,ZWO,2024-03-06T20:40:24.823,205.48958333333331,49.651666666666664,205.47572174508122,49.63408847584508,0.01973734032393529,,,,25.834864931487402,,,,-3.5305154883288346,,,,1.746648
SDSS J134038.43+492516.4,ZWO,2024-03-06T20:40:24.823,205.16015416666664,49.42124166666667,205.183790742232,49.408060765083334,0.02025347335378952,,,,51.345100372106714,,,,-4.276247517940293,,,,1.746648
SDSS J134041.67+491923.3,ZWO,2024-03-06T20:40:24.823,205.17365249999995,49.323147222222225,205.1999237027745,49.3427595618469,0.026033374386237738,,,,22.919013790388078,,,,-3.400489814803896,,,,1.746648
SDSS J134056.73+492919.2,ZWO,2024-03-06T20:40:24.823,205.23641666666663,49.488689722222226,205.23651277097557,49.49093079341311,0.0022419405225721626,,,,32.691711849528474,,,,-3.786094155790095,,,,1.746648
SDSS J134057.37+492154.7,ZWO,2024-03-06T20:40:24.823,205.23904999999996,49.36520277777778,205.23490946221983,49.34500991098826,0.02037218135747793,,,,30.730538978545155,,,,-3.7189254433805568,,,,1.746648
SDSS J134058.16+492418.5,ZWO,2024-03-06T20:40:24.823,205.24235541666664,49.40516944444445,205.21760565657272,49.42629328508118,0.02656068440377144,,,,225.73501728655737,,,,-5.883997336271069,,,,1.746648
SDSS J134100.38+492352.7,ZWO,2024-03-06T20:40:24.823,205.25157791666663,49.397981944444446,205.25111248366406,49.38621542248636,0.011770421060969396,,,,31.06045418857822,,,,-3.7305195050228077,,,,1.746648
SDSS J134111.37+492627.6,ZWO,2024-03-06T20:40:24.823,205.2973808333333,49.44103388888889,205.30860497960498,49.43706256220019,0.008309069534753563,,,,60.425683743109886,,,,-4.453053933350011,,,,1.746648
SDSS J134128.52+492438.1,ZWO,2024-03-06T20:40:24.823,205.36885916666665,49.410598888888885,205.3895822458256,49.406228093141884,0.01417444753302926,,,,34.296871739734996,,,,-3.838136273275415,,,,1.746648
SDSS J134132.29+492928.0,ZWO,2024-03-06T20:40:24.823,205.38456249999996,49.49111388888889,205.37206239931967,49.4851831693004,0.010055345690709747,,,,74.06564780631629,,,,-4.6740420642335065,,,,1.746648
SDSS J134137.20+492326.9,ZWO,2024-03-06T20:40:24.823,205.40499999999997,49.39082222222222,205.38353962542533,49.360334755184475,0.03353691739343617,,,,3.560751476168008,,,,-1.3788541575109914,,,,1.746648
SDSS J134144.69+492839.6,ZWO,2024-03-06T20:40:24.823,205.43624166666666,49.47768333333334,205.41693552073576,49.48722065836487,0.01575700673236932,,,,34.051819810258465,,,,-3.830350816498246,,,,1.746648
SDSS J134146.26+492015.1,ZWO,2024-03-06T20:40:24.823,205.44277916666664,49.33754444444445,205.46928756000668,49.331762126456105,0.018216026191226607,,,,40.554302557575184,,,,-4.020092342291939,,,,1.746648
SDSS J134152.89+492147.3,ZWO,2024-03-06T20:40:24.823,205.47039583333333,49.36316388888889,205.46664751070088,49.37559611712865,0.012669568318176543,,,,468.171916376377,,,,-6.676013396700458,,,,1.746648
SDSS J134158.86+492502.5,ZWO,2024-03-06T20:40:24.823,205.49524541666665,49.417382499999995,205.49379841722234,49.40764894294927,0.009778978634512872,,,,35.1183888813123,,,,-3.863836459143996,,,,1.746648
SDSS J134207.45+493136.6,ZWO,2024-03-06T20:40:24.823,205.53107749999998,49.526853333333335,205.49242085913474,49.52037411737736,0.02591634806647688,,,,21.08361405488708,,,,-3.3098626441457917,,,,1.746648
SDSSCGB 9701.2,ZWO,2024-03-06T20:40:24.823,205.4088333333333,49.551941666666664,205.35821456140025,49.572046247614146,0.038499006008820134,,,,26.939984920827,,,,-3.575993370746235,,,,1.746648
SDSSCGB 9701.4,ZWO,2024-03-06T20:40:24.823,205.4149833333333,49.55384166666666,205.45689826832248,49.58424803450935,0.0407856649021325,,,,50.471340755313534,,,,-4.257612104458551,,,,1.746648
TYC 3466-548-1,ZWO,2024-03-06T20:40:24.823,205.55743291666664,49.59937361111111,205.51336344073715,49.610488924841995,0.030646213383543335,,,,17.273251840820848,,,,-3.093435262503093,,,,1.746648
[SPD2011] 26347,ZWO,2024-03-06T20:40:24.823,205.45833333333331,49.361666666666665,205.4579954436408,49.36085814195611,0.0008379379839110761,,,,29.71328628536577,,,,-3.6823767184247167,,,,1.746648
